Date	SP500	Dividend	Earnings	Consumer Price Index	Real Price	Real Dividend	Real Earnings
01.02.1971	97,11	3,12	5,19	39,9	608,06	19,54	32,5
01.03.1971	99,6	3,11	5,22	40	622,09	19,42	32,6
01.04.1971	103	3,11	5,25	40,1	641,72	19,36	32,73
01.05.1971	101,6	3,1	5,29	40,3	629,86	19,24	32,77
01.06.1971	99,72	3,1	5,32	40,6	613,64	19,08	32,74
01.07.1971	99	3,1	5,36	40,7	607,71	19,01	32,88
01.08.1971	97,24	3,09	5,39	40,8	595,44	18,94	33,03
01.09.1971	99,4	3,09	5,43	40,8	608,67	18,92	33,25
01.10.1971	97,29	3,08	5,52	40,9	594,29	18,83	33,72
01.11.1971	92,78	3,08	5,61	40,9	566,74	18,79	34,27
01.12.1971	99,17	3,07	5,7	41,1	602,83	18,66	34,65
01.01.1972	103,3	3,07	5,74	41,1	627,93	18,66	34,87
01.02.1972	105,2	3,07	5,77	41,3	636,38	18,57	34,92
01.03.1972	107,7	3,07	5,81	41,4	649,93	18,53	35,06
01.04.1972	108,8	3,07	5,86	41,5	654,99	18,48	35,3
01.05.1972	107,7	3,07	5,92	41,6	646,81	18,44	35,53
01.06.1972	108	3,07	5,97	41,7	647,06	18,39	35,77
01.07.1972	107,2	3,07	6,03	41,9	639,2	18,33	35,93
01.08.1972	111	3,08	6,08	42	660,28	18,3	36,19
01.09.1972	109,4	3,08	6,14	42,1	649,22	18,28	36,44
01.10.1972	109,6	3,1	6,23	42,3	647,33	18,33	36,82
01.11.1972	115,1	3,13	6,33	42,4	678,21	18,42	37,28
01.12.1972	117,5	3,15	6,42	42,5	690,72	18,52	37,74
01.01.1973	118,4	3,16	6,55	42,6	694,38	18,51	38,39
01.02.1973	114,2	3,16	6,67	42,9	665,06	18,42	38,86
01.03.1973	112,4	3,17	6,8	43,3	648,53	18,29	39,24
01.04.1973	110,3	3,19	6,94	43,6	632,04	18,26	39,79
01.05.1973	107,2	3,2	7,09	43,9	610,08	18,23	40,33
01.06.1973	104,8	3,22	7,23	44,2	592,37	18,2	40,87
01.07.1973	105,8	3,24	7,38	44,3	596,67	18,25	41,64
01.08.1973	103,8	3,25	7,54	45,1	575,01	18,02	41,75
01.09.1973	105,6	3,27	7,69	45,2	583,69	18,07	42,51
01.10.1973	109,8	3,31	7,85	45,6	601,58	18,12	42,99
01.11.1973	102	3,34	8	45,9	555,19	18,2	43,56
01.12.1973	94,78	3,38	8,16	46,2	512,54	18,28	44,13
01.01.1974	96,11	3,4	8,23	46,6	515,27	18,23	44,11
01.02.1974	93,45	3,42	8,29	47,2	494,64	18,1	43,9
01.03.1974	97,44	3,44	8,36	47,8	509,29	17,98	43,7
01.04.1974	92,46	3,46	8,49	48	481,25	18,01	44,17
01.05.1974	89,67	3,48	8,61	48,6	460,96	17,89	44,28
01.06.1974	89,79	3,5	8,74	49	457,81	17,85	44,56
01.07.1974	79,31	3,53	8,86	49,4	401,1	17,85	44,83
01.08.1974	76,03	3,56	8,99	50	379,9	17,79	44,9
01.09.1974	68,12	3,59	9,11	50,6	336,34	17,73	44,98
01.10.1974	69,44	3,59	9,04	51,1	339,5	17,57	44,18
01.11.1974	71,74	3,6	8,96	51,5	348,02	17,45	43,48
01.12.1974	67,07	3,6	8,89	51,9	322,86	17,33	42,79
01.01.1975	72,56	3,62	8,74	52,1	347,95	17,37	41,93
01.02.1975	80,1	3,65	8,6	52,5	381,18	17,35	40,91
01.03.1975	83,78	3,67	8,45	52,7	397,18	17,4	40,06
01.04.1975	84,72	3,68	8,29	52,9	400,11	17,4	39,14
01.05.1975	90,1	3,7	8,12	53,2	423,12	17,36	38,15
01.06.1975	92,4	3,71	7,96	53,6	430,69	17,29	37,1
01.07.1975	92,49	3,71	7,89	54,2	426,33	17,1	36,38
01.08.1975	85,71	3,71	7,83	54,3	394,35	17,07	36,01
01.09.1975	84,67	3,71	7,76	54,6	387,43	16,98	35,51
01.10.1975	88,57	3,7	7,83	54,9	403,06	16,84	35,62
01.11.1975	90,07	3,69	7,89	55,3	406,92	16,67	35,66
01.12.1975	88,7	3,68	7,96	55,5	399,29	16,57	35,83
01.01.1976	96,86	3,68	8,19	55,6	435,24	16,55	36,82
01.02.1976	100,6	3,69	8,43	55,8	450,42	16,51	37,73
01.03.1976	101,1	3,69	8,66	55,9	451,85	16,49	38,7
01.04.1976	101,9	3,71	8,86	56,1	453,8	16,54	39,44
01.05.1976	101,2	3,74	9,05	56,5	447,49	16,52	40,03
01.06.1976	101,8	3,76	9,25	56,8	447,77	16,54	40,69
01.07.1976	104,2	3,79	9,35	57,1	455,92	16,58	40,91
01.08.1976	103,3	3,82	9,45	57,4	449,62	16,63	41,13
01.09.1976	105,5	3,85	9,55	57,6	457,6	16,7	41,42
01.10.1976	101,9	3,92	9,67	57,9	439,69	16,9	41,73
01.11.1976	101,2	3,98	9,79	58	435,92	17,16	42,17
01.12.1976	104,7	4,05	9,91	58,2	449,45	17,39	42,54
01.01.1977	103,8	4,1	9,97	58,5	443,3	17,5	42,56
01.02.1977	101	4,14	10,02	59,1	426,96	17,52	42,37
01.03.1977	100,6	4,19	10,08	59,5	422,41	17,59	42,33
01.04.1977	99,05	4,25	10,19	60	412,44	17,68	42,44
01.05.1977	98,76	4,3	10,31	60,3	409,18	17,83	42,7
01.06.1977	99,29	4,36	10,42	60,7	408,67	17,95	42,89
01.07.1977	100,2	4,41	10,52	61	410,39	18,05	43,07
01.08.1977	97,75	4,45	10,61	61,2	399,04	18,18	43,33
01.09.1977	96,23	4,5	10,71	61,4	391,56	18,31	43,58
01.10.1977	93,74	4,56	10,77	61,6	380,19	18,48	43,68
01.11.1977	94,28	4,61	10,83	61,9	380,52	18,62	43,71
01.12.1977	93,82	4,67	10,89	62,1	377,45	18,79	43,81
01.01.1978	90,25	4,71	10,9	62,5	360,76	18,84	43,57
01.02.1978	88,98	4,76	10,91	62,9	353,42	18,89	43,33
01.03.1978	88,82	4,8	10,92	63,4	350,01	18,91	43,03
01.04.1978	92,71	4,84	11,02	63,9	362,48	18,91	43,1
01.05.1978	97,41	4,87	11,13	64,5	377,31	18,88	43,1
01.06.1978	97,66	4,91	11,23	65,2	374,22	18,81	43,03
01.07.1978	97,19	4,95	11,34	65,7	369,58	18,81	43,13
01.08.1978	103,9	4,98	11,46	66	393,3	18,86	43,37
01.09.1978	103,9	5,02	11,57	66,5	390,34	18,86	43,47
01.10.1978	100,6	5,04	11,82	67,1	374,57	18,75	44,02
01.11.1978	94,71	5,05	12,08	67,4	351,07	18,73	44,77
01.12.1978	96,11	5,07	12,33	67,7	354,68	18,71	45,5
01.01.1979	99,71	5,11	12,65	68,3	364,73	18,7	46,28
01.02.1979	98,23	5,16	12,98	69,1	355,16	18,64	46,92
01.03.1979	100,1	5,2	13,3	69,8	358,29	18,61	47,6
01.04.1979	102,1	5,25	13,53	70,6	361,31	18,57	47,87
01.05.1979	99,73	5,29	13,75	71,5	348,48	18,5	48,06
01.06.1979	101,7	5,34	13,98	72,3	351,43	18,45	48,31
01.07.1979	102,7	5,4	14,2	73,1	351	18,44	48,52
01.08.1979	107,4	5,45	14,41	73,8	363,58	18,46	48,79
01.09.1979	108,6	5,51	14,63	74,6	363,7	18,45	49
01.10.1979	104,5	5,56	14,71	75,2	347,18	18,46	48,86
01.11.1979	103,7	5,6	14,78	75,9	341,34	18,44	48,66
01.12.1979	107,8	5,65	14,86	76,7	351,14	18,4	48,4
01.01.1980	110,9	5,7	15	77,8	356,13	18,3	48,18
01.02.1980	115,3	5,75	15,15	78,9	365,1	18,21	47,96
01.03.1980	104,7	5,8	15,29	80,1	326,56	18,09	47,69
01.04.1980	103	5,85	15,17	81	317,69	18,03	46,8
01.05.1980	107,7	5,89	15,06	81,8	328,94	18	45,99
01.06.1980	114,6	5,94	14,94	82,7	346,2	17,94	45,13
01.07.1980	119,8	5,98	14,84	82,7	361,91	18,08	44,83
01.08.1980	123,5	6,03	14,74	83,3	370,4	18,08	44,21
01.09.1980	126,5	6,07	14,64	84	376,24	18,05	43,54
01.10.1980	130,2	6,1	14,7	84,8	383,59	17,97	43,31
01.11.1980	135,7	6,13	14,76	85,5	396,52	17,91	43,13
01.12.1980	133,5	6,16	14,82	86,3	386,48	17,83	42,9
01.01.1981	133	6,2	14,74	87	381,93	17,8	42,33
01.02.1981	128,4	6,24	14,66	87,9	364,95	17,74	41,67
01.03.1981	133,2	6,28	14,58	88,5	376,02	17,73	41,16
01.04.1981	134,4	6,32	14,72	89,1	376,86	17,71	41,28
01.05.1981	131,7	6,35	14,87	89,8	366,41	17,68	41,36
01.06.1981	132,3	6,39	15,01	90,6	364,83	17,62	41,39
01.07.1981	129,1	6,43	15,1	91,6	352,12	17,55	41,18
01.08.1981	129,6	6,48	15,18	92,3	350,8	17,53	41,1
01.09.1981	118,3	6,52	15,27	93,2	317,12	17,48	40,93
01.10.1981	119,8	6,56	15,3	93,4	320,45	17,54	40,93
01.11.1981	122,9	6,59	15,33	93,7	327,69	17,58	40,87
01.12.1981	123,8	6,63	15,36	94	329,04	17,62	40,82
01.01.1982	117,3	6,66	15,18	94,3	310,77	17,64	40,21
01.02.1982	114,5	6,69	14,99	94,6	302,39	17,67	39,6
01.03.1982	110,8	6,72	14,81	94,5	292,93	17,77	39,15
01.04.1982	116,3	6,75	14,6	94,9	306,17	17,77	38,43
01.05.1982	116,4	6,78	14,38	95,8	303,56	17,68	37,51
01.06.1982	109,7	6,81	14,17	97	282,55	17,54	36,5
01.07.1982	109,4	6,82	13,97	97,5	280,33	17,48	35,79
01.08.1982	109,7	6,84	13,76	97,7	280,52	17,48	35,2
01.09.1982	122,4	6,85	13,56	97,9	312,36	17,48	34,6
01.10.1982	132,7	6,86	13,25	98,2	337,61	17,44	33,72
01.11.1982	138,1	6,86	12,95	98	352,06	17,5	33,01
01.12.1982	139,4	6,87	12,64	97,6	356,83	17,59	32,36
01.01.1983	144,3	6,88	12,57	97,8	368,62	17,58	32,1
01.02.1983	146,8	6,9	12,49	97,9	374,63	17,6	31,88
01.03.1983	151,9	6,91	12,42	97,9	387,64	17,63	31,7
01.04.1983	157,7	6,92	12,48	98,6	399,58	17,53	31,61
01.05.1983	164,1	6,93	12,53	99,2	413,29	17,45	31,57
01.06.1983	166,4	6,94	12,59	99,5	417,82	17,43	31,61
01.07.1983	167	6,96	12,83	99,9	417,64	17,41	32,08
01.08.1983	162,4	6,98	13,06	100,2	404,92	17,4	32,57
01.09.1983	167,2	7	13,3	100,7	414,82	17,37	33
01.10.1983	167,7	7,03	13,54	101	414,83	17,39	33,5
01.11.1983	165,2	7,06	13,79	101,2	407,83	17,43	34,04
01.12.1983	164,4	7,09	14,03	101,3	405,46	17,49	34,6
01.01.1984	166,4	7,12	14,44	101,9	407,97	17,46	35,4
01.02.1984	157,3	7,15	14,85	102,4	383,78	17,44	36,23
01.03.1984	157,4	7,18	15,26	102,6	383,28	17,48	37,16
01.04.1984	157,6	7,22	15,57	103,1	381,9	17,5	37,74
01.05.1984	156,6	7,27	15,89	103,4	378,38	17,56	38,39
01.06.1984	153,1	7,31	16,2	103,7	368,85	17,61	39,03
01.07.1984	151,1	7,33	16,32	104,1	362,63	17,6	39,17
01.08.1984	164,4	7,36	16,44	104,5	393,04	17,59	39,3
01.09.1984	166,1	7,38	16,56	105	395,22	17,56	39,4
01.10.1984	164,8	7,43	16,59	105,3	391,01	17,63	39,35
01.11.1984	166,3	7,48	16,61	105,3	394,56	17,75	39,42
01.12.1984	164,5	7,53	16,64	105,3	390,29	17,87	39,48
01.01.1985	171,6	7,57	16,56	105,5	406,37	17,93	39,21
01.02.1985	180,9	7,62	16,47	106	426,37	17,95	38,83
01.03.1985	179,4	7,66	16,39	106,4	421,25	17,99	38,48
01.04.1985	180,6	7,69	16,13	106,9	422,08	17,96	37,7
01.05.1985	184,9	7,71	15,87	107,3	430,52	17,96	36,95
01.06.1985	188,9	7,74	15,61	107,6	438,61	17,97	36,24
01.07.1985	192,5	7,77	15,48	107,8	446,13	18,02	35,88
01.08.1985	188,3	7,81	15,36	108	435,59	18,06	35,52
01.09.1985	184,1	7,84	15,23	108,3	424,7	18,09	35,13
01.10.1985	186,2	7,86	15,02	108,7	427,96	18,07	34,53
01.11.1985	197,5	7,88	14,82	109	452,68	18,06	33,96
01.12.1985	207,3	7,9	14,61	109,3	473,84	18,06	33,4
01.01.1986	208,2	7,94	14,58	109,6	474,6	18,1	33,24
01.02.1986	219,4	7,98	14,55	109,3	501,5	18,24	33,26
01.03.1986	232,3	8,02	14,52	108,8	533,43	18,42	33,34
01.04.1986	238	8,05	14,58	108,6	547,52	18,51	33,55
01.05.1986	238,5	8,07	14,65	108,9	547,16	18,52	33,6
01.06.1986	245,3	8,1	14,71	109,5	559,68	18,48	33,56
01.07.1986	240,2	8,14	14,76	109,5	548,04	18,58	33,67
01.08.1986	245	8,19	14,8	109,7	557,97	18,64	33,71
01.09.1986	238,3	8,23	14,85	110,2	540,25	18,66	33,67
01.10.1986	237,4	8,25	14,73	110,3	537,72	18,68	33,36
01.11.1986	245,1	8,26	14,6	110,4	554,66	18,7	33,05
01.12.1986	248,6	8,28	14,48	110,5	562,07	18,72	32,74
01.01.1987	264,5	8,3	14,69	111,2	594,26	18,65	33
01.02.1987	280,9	8,32	14,89	111,6	628,84	18,63	33,34
01.03.1987	292,5	8,34	15,1	112,1	651,89	18,59	33,65
01.04.1987	289,3	8,4	14,87	112,7	641,33	18,62	32,97
01.05.1987	289,1	8,46	14,65	113,1	638,62	18,69	32,35
01.06.1987	301,4	8,52	14,42	113,5	663,44	18,75	31,74
01.07.1987	310,1	8,57	14,9	113,8	680,79	18,81	32,71
01.08.1987	329,4	8,61	15,38	114,4	719,37	18,81	33,59
01.09.1987	318,7	8,66	15,86	115	692,37	18,81	34,46
01.10.1987	280,2	8,71	16,41	115,3	607,15	18,87	35,55
01.11.1987	245	8,76	16,95	115,4	530,41	18,96	36,7
01.12.1987	241	8,81	17,5	115,4	521,75	19,07	37,89
01.01.1988	250,5	8,86	17,86	115,7	540,91	19,12	38,57
01.02.1988	258,1	8,9	18,23	116	555,88	19,18	39,26
01.03.1988	265,7	8,95	18,59	116,5	569,8	19,19	39,87
01.04.1988	262,6	9,04	19,62	117,1	560,26	19,29	41,85
01.05.1988	256,1	9,14	20,64	117,5	544,54	19,43	43,89
01.06.1988	270,7	9,23	21,67	118	573,14	19,54	45,88
01.07.1988	269,1	9,31	22,02	118,5	567,35	19,62	46,43
01.08.1988	263,7	9,38	22,38	119	553,63	19,7	46,98
01.09.1988	268	9,46	22,73	119,8	558,9	19,73	47,4
01.10.1988	277,4	9,55	23,07	120,2	576,58	19,85	47,96
01.11.1988	271	9,64	23,42	120,3	562,8	20,02	48,63
01.12.1988	276,5	9,75	23,75	120,5	573,27	20,21	49,24
01.01.1989	285,4	9,81	24,16	121,1	588,79	20,25	49,84
01.02.1989	294	9,9	24,56	121,6	604,04	20,33	50,46
01.03.1989	292,7	10,01	24,96	122,3	597,93	20,45	50,99
01.04.1989	302,3	10,09	25,05	123,1	613,53	20,47	50,83
01.05.1989	313,9	10,19	25,13	123,8	633,47	20,57	50,72
01.06.1989	323,7	10,37	25,22	124,1	651,67	20,88	50,77
01.07.1989	331,9	10,42	24,71	124,4	666,56	20,93	49,63
01.08.1989	346,6	10,55	24,2	124,6	694,97	21,15	48,52
01.09.1989	347,3	10,73	23,69	125	694,14	21,45	47,35
01.10.1989	347,4	10,8	23,43	125,6	691,03	21,48	46,6
01.11.1989	340,2	10,92	23,16	125,9	675,09	21,68	45,97
01.12.1989	348,6	11,06	22,87	126,1	690,66	21,91	45,31
01.01.1990	339,97	11,14	22,49	127,4	666,69	21,85	44,1
01.02.1990	330,45	11,23	22,08	128	644,99	21,92	43,1
01.03.1990	338,46	11,32	21,67	128,7	657,03	21,97	42,07
01.04.1990	338,18	11,44	21,53	128,9	655,46	22,17	41,74
01.05.1990	350,25	11,55	21,4	129,2	677,28	22,34	41,38
01.06.1990	360,39	11,66	21,26	129,9	693,13	22,43	40,89
01.07.1990	360,03	11,73	21,42	130,4	689,79	22,47	41,04
01.08.1990	330,75	11,78	21,58	131,6	627,91	22,37	40,97
01.09.1990	315,41	11,83	21,74	132,7	593,83	22,27	40,93
01.10.1990	307,12	11,93	21,61	133,5	574,75	22,32	40,44
01.11.1990	315,29	12,01	21,47	133,8	588,72	22,43	40,1
01.12.1990	328,75	12,09	21,34	133,8	613,85	22,57	39,85
01.01.1991	325,49	12,11	21,18	134,6	604,15	22,47	39,32
01.02.1991	362,26	12,11	21,03	134,8	671,41	22,45	38,97
01.03.1991	372,28	12,11	20,94	135	688,95	22,41	38,75
01.04.1991	379,68	12,13	20,36	135,2	701,61	22,41	37,63
01.05.1991	377,99	12,14	19,86	135,6	696,43	22,37	36,58
01.06.1991	378,29	12,15	19,41	136	694,93	22,32	35,66
01.07.1991	380,23	12,19	18,84	136,2	697,47	22,37	34,56
01.08.1991	389,4	12,24	18,33	136,6	712,2	22,38	33,52
01.09.1991	387,2	12,28	17,82	137,2	705,08	22,36	32,45
01.10.1991	386,88	12,25	17,2	137,4	703,47	22,28	31,28
01.11.1991	385,92	12,23	16,59	137,8	699,68	22,17	30,07
01.12.1991	388,51	12,2	15,97	137,9	703,87	22,1	28,93
01.01.1992	416,08	12,24	16,05	138,1	752,73	22,14	29,03
01.02.1992	412,56	12,28	16,12	138,6	743,67	22,14	29,06
01.03.1992	407,36	12,32	16,19	139,3	730,6	22,1	29,04
01.04.1992	407,41	12,32	16,48	139,5	729,65	22,06	29,52
01.05.1992	414,81	12,32	16,77	139,7	741,83	22,03	29,99
01.06.1992	408,27	12,32	17,05	140,2	727,53	21,95	30,38
01.07.1992	415,05	12,34	17,38	140,5	738,04	21,95	30,9
01.08.1992	417,93	12,37	17,71	140,9	741,05	21,93	31,4
01.09.1992	418,48	12,4	18,04	141,3	739,92	21,92	31,9
01.10.1992	412,5	12,39	18,39	141,8	726,78	21,82	32,4
01.11.1992	422,84	12,38	18,74	142	743,95	21,79	32,97
01.12.1992	435,64	12,39	19,09	141,9	767,01	21,81	33,61
01.01.1993	435,23	12,41	19,34	142,6	762,52	21,75	33,88
01.02.1993	441,7	12,45	19,59	143,1	771,16	21,73	34,2
01.03.1993	450,16	12,48	19,84	143,6	783,19	21,71	34,52
01.04.1993	443,08	12,49	19,67	144	768,73	21,68	34,13
01.05.1993	445,25	12,51	19,5	144,2	771,42	21,67	33,78
01.06.1993	448,06	12,52	19,33	144,4	775,22	21,66	33,44
01.07.1993	447,29	12,52	19,69	144,4	773,88	21,66	34,07
01.08.1993	454,13	12,52	20,05	144,8	783,55	21,6	34,59
01.09.1993	459,24	12,52	20,41	145,1	790,73	21,56	35,14
01.10.1993	463,9	12,54	20,9	145,7	795,46	21,5	35,84
01.11.1993	462,89	12,56	21,39	145,8	793,18	21,52	36,65
01.12.1993	465,95	12,58	21,89	145,8	798,43	21,56	37,51
01.01.1994	472,99	12,62	22,16	146,2	808,27	21,57	37,86
01.02.1994	471,58	12,67	22,43	146,7	803,12	21,57	38,2
01.03.1994	463,81	12,71	22,71	147,2	787,2	21,57	38,54
01.04.1994	447,23	12,75	23,54	147,4	758,03	21,62	39,9
01.05.1994	450,9	12,8	24,37	147,5	763,73	21,68	41,28
01.06.1994	454,83	12,84	25,2	148	767,79	21,67	42,54
01.07.1994	451,4	12,87	25,91	148,4	759,94	21,67	43,62
01.08.1994	464,24	12,9	26,62	149	778,41	21,63	44,64
01.09.1994	466,96	12,92	27,33	149,4	780,88	21,61	45,7
01.10.1994	463,81	13,01	28,42	149,5	775,09	21,75	47,49
01.11.1994	461,01	13,1	29,51	149,7	769,38	21,86	49,25
01.12.1994	455,19	13,17	30,6	149,7	759,67	21,98	51,07
01.01.1995	465,25	13,18	31,25	150,3	773,36	21,91	51,95
01.02.1995	481,92	13,18	31,9	150,9	797,88	21,82	52,81
01.03.1995	493,15	13,17	32,55	151,4	813,78	21,73	53,71
01.04.1995	507,91	13,24	33,18	151,9	835,38	21,78	54,57
01.05.1995	523,81	13,31	33,8	152,2	859,83	21,84	55,49
01.06.1995	539,35	13,36	34,43	152,5	883,6	21,89	56,41
01.07.1995	557,37	13,44	34,68	152,5	913,12	22,02	56,82
01.08.1995	559,11	13,51	34,93	152,9	913,57	22,08	57,07
01.09.1995	578,77	13,58	35,18	153,2	943,85	22,15	57,37
01.10.1995	582,92	13,65	34,77	153,7	947,52	22,19	56,52
01.11.1995	595,53	13,72	34,37	153,6	968,65	22,32	55,9
01.12.1995	614,57	13,79	33,96	153,5	1000,27	22,44	55,27
01.01.1996	614,42	13,89	33,99	154,4	994,2	22,48	54,99
01.02.1996	649,54	14	34,01	154,9	1047,63	22,58	54,86
01.03.1996	647,07	14,1	34,04	155,7	1038,29	22,62	54,62
01.04.1996	647,17	14,16	34,33	156,3	1034,46	22,63	54,87
01.05.1996	661,23	14,21	34,62	156,6	1054,91	22,68	55,23
01.06.1996	668,5	14,27	34,91	156,7	1065,83	22,75	55,66
01.07.1996	644,07	14,4	35,27	157	1024,91	22,91	56,13
01.08.1996	662,68	14,53	35,64	157,3	1052,52	23,08	56,6
01.09.1996	674,88	14,66	36	157,8	1068,5	23,21	57
01.10.1996	701,46	14,74	36,91	158,3	1107,07	23,26	58,25
01.11.1996	735,67	14,82	37,82	158,6	1158,87	23,35	59,58
01.12.1996	743,25	14,9	38,73	158,6	1170,81	23,47	61,01
01.01.1997	766,22	14,95	39,23	159,1	1203,2	23,48	61,61
01.02.1997	798,39	15,01	39,74	159,6	1249,79	23,49	62,2
01.03.1997	792,16	15,06	40,24	160	1236,94	23,52	62,83
01.04.1997	763,93	15,09	40,34	160,2	1191,37	23,54	62,92
01.05.1997	833,09	15,13	40,45	160,1	1300,03	23,61	63,12
01.06.1997	876,29	15,16	40,55	160,3	1365,74	23,63	63,2
01.07.1997	925,29	15,22	40,58	160,5	1440,31	23,69	63,17
01.08.1997	927,24	15,27	40,61	160,8	1440,66	23,73	63,1
01.09.1997	937,02	15,33	40,64	161,2	1452,24	23,76	62,99
01.10.1997	951,16	15,39	40,33	161,6	1470,5	23,79	62,36
01.11.1997	938,92	15,44	40,03	161,5	1452,48	23,89	61,92
01.12.1997	962,37	15,5	39,72	161,3	1490,6	24,01	61,52
01.01.1998	963,36	15,55	39,66	161,6	1489,37	24,04	61,31
01.02.1998	1023,74	15,6	39,6	161,9	1579,78	24,07	61,11
01.03.1998	1076,83	15,64	39,54	162,2	1658,63	24,09	60,9
01.04.1998	1112,2	15,75	39,35	162,5	1709,95	24,21	60,5
01.05.1998	1108,42	15,85	39,16	162,8	1701	24,32	60,1
01.06.1998	1108,39	15,95	38,97	163	1698,87	24,45	59,73
01.07.1998	1156,58	16,02	38,68	163,2	1770,56	24,52	59,21
01.08.1998	1074,62	16,08	38,38	163,4	1643,07	24,59	58,69
01.09.1998	1020,64	16,14	38,09	163,6	1558,63	24,65	58,17
01.10.1998	1032,47	16,17	37,96	164	1572,85	24,63	57,83
01.11.1998	1144,43	16,18	37,84	164	1743,41	24,65	57,64
01.12.1998	1190,05	16,2	37,71	163,9	1814,01	24,69	57,48
01.01.1999	1248,77	16,28	37,93	164,3	1898,89	24,76	57,68
01.02.1999	1246,58	16,37	38,16	164,5	1893,25	24,86	57,95
01.03.1999	1281,66	16,45	38,38	165	1940,63	24,91	58,11
01.04.1999	1334,76	16,45	39,26	166,2	2006,44	24,73	59,02
01.05.1999	1332,07	16,45	40,14	166,2	2002,4	24,73	60,34
01.06.1999	1322,55	16,45	41,02	166,2	1988,09	24,73	61,66
01.07.1999	1380,99	16,51	42	166,7	2069,71	24,75	62,95
01.08.1999	1327,49	16,58	42,98	167,1	1984,76	24,78	64,26
01.09.1999	1318,17	16,64	43,96	167,9	1961,44	24,76	65,41
01.10.1999	1300,01	16,66	45,36	168,2	1930,97	24,74	67,38
01.11.1999	1391	16,67	46,77	168,3	2064,89	24,75	69,42
01.12.1999	1428,68	16,69	48,17	168,3	2120,83	24,78	71,51
01.01.2000	1425,59	16,71	49,1	168,8	2109,97	24,74	72,67
01.02.2000	1388,87	16,74	50,02	169,8	2043,52	24,63	73,6
01.03.2000	1442,21	16,76	50,95	171,2	2104,65	24,46	74,35
01.04.2000	1461,36	16,74	51,27	171,3	2131,35	24,41	74,78
01.05.2000	1418,48	16,72	51,6	171,5	2066,39	24,36	75,16
01.06.2000	1461,96	16,7	51,92	172,4	2118,62	24,2	75,24
01.07.2000	1473	16,58	52,51	172,8	2129,67	23,98	75,92
01.08.2000	1485,46	16,47	53,11	172,8	2147,69	23,81	76,78
01.09.2000	1468,05	16,35	53,7	173,7	2111,52	23,52	77,24
01.10.2000	1390,14	16,32	52,47	174	1996,01	23,44	75,33
01.11.2000	1378,04	16,3	51,23	174,1	1977,5	23,39	73,52
01.12.2000	1330,93	16,27	50	174	1911	23,36	71,79
01.01.2001	1335,63	16,17	48,48	175,1	1905,7	23,07	69,17
01.02.2001	1305,75	16,07	46,96	175,8	1855,65	22,84	66,74
01.03.2001	1185,85	15,97	45,44	176,2	1681,43	22,64	64,43
01.04.2001	1189,84	15,88	42,56	176,9	1680,41	22,42	60,1
01.05.2001	1270,37	15,78	39,67	177,7	1786,06	22,19	55,78
01.06.2001	1238,71	15,69	36,79	178	1738,62	22,02	51,64
01.07.2001	1204,45	15,71	33,96	177,5	1695,29	22,11	47,8
01.08.2001	1178,5	15,72	31,14	177,5	1658,77	22,13	43,83
01.09.2001	1044,64	15,74	28,31	178,3	1463,76	22,06	39,67
01.10.2001	1076,59	15,74	27,1	177,7	1513,62	22,13	38,11
01.11.2001	1129,68	15,74	25,9	177,4	1590,95	22,17	36,47
01.12.2001	1144,93	15,74	24,69	176,7	1618,81	22,25	34,91
01.01.2002	1140,21	15,74	24,69	177,1	1608,5	22,2	34,83
01.02.2002	1100,67	15,73	24,7	177,8	1546,61	22,11	34,7
01.03.2002	1153,79	15,73	24,7	178,8	1612,18	21,98	34,51
01.04.2002	1111,93	15,83	25,38	179,8	1545,05	22	35,27
01.05.2002	1079,25	15,94	26,06	179,8	1499,64	22,14	36,21
01.06.2002	1014,02	16,04	26,74	179,9	1408,22	22,28	37,14
01.07.2002	903,59	15,96	27,84	180,1	1253,46	22,14	38,62
01.08.2002	912,55	15,88	28,94	180,7	1261,69	21,96	40,01
01.09.2002	867,81	15,8	30,04	181	1197,84	21,81	41,46
01.10.2002	854,63	15,89	29,22	181,3	1177,7	21,9	40,27
01.11.2002	909,93	15,98	28,41	181,3	1253,9	22,02	39,15
01.12.2002	899,18	16,07	27,59	180,9	1241,83	22,19	38,1
01.01.2003	895,84	16,12	28,5	181,7	1231,77	22,16	39,19
01.02.2003	837,03	16,17	29,41	183,1	1142,11	22,06	40,13
01.03.2003	846,63	16,22	30,32	184,2	1148,31	22	41,12
01.04.2003	890,03	16,2	31,73	183,8	1209,8	22,02	43,13
01.05.2003	935,96	16,19	33,14	183,5	1274,31	22,04	45,12
01.06.2003	988	16,17	34,55	183,7	1343,7	21,99	46,99
01.07.2003	992,54	16,31	35,89	183,9	1348,41	22,16	48,76
01.08.2003	989,53	16,45	37,24	184,6	1339,22	22,26	50,4
01.09.2003	1019,44	16,59	38,58	185,2	1375,23	22,38	52,04
01.10.2003	1038,73	16,86	41,97	185	1402,77	22,76	56,67
01.11.2003	1049,9	17,12	45,35	184,5	1421,69	23,19	61,41
01.12.2003	1080,64	17,39	48,74	184,3	1464,91	23,57	66,07
01.01.2004	1132,52	17,6	49,83	185,2	1527,77	23,74	67,22
01.02.2004	1143,36	17,81	50,91	186,2	1534,11	23,9	68,31
01.03.2004	1123,98	18,02	52	187,4	1498,45	24,02	69,32
